3722,0.634079,-0.20500183,10.223846
3725,0.4425354,-0.06613159,10.005966
3726,0.011581421,0.41270447,9.620499
3727,-0.30923462,0.7838135,9.237427
3728,-0.31881714,0.9035187,9.280518
3735,-0.20149231,0.7000122,9.661209
3740,-0.03869629,0.48931885,9.972443
3746,0.0881958,0.427063,9.895828
3748,0.16481018,0.43424988,9.7043
3750,0.3874817,0.427063,9.977234
3751,0.38986206,0.5204468,10.21666
3755,0.22467041,0.7071991,9.938934
3759,0.16720581,0.7407074,9.541489
3764,0.3515625,0.70480347,9.654022
3769,0.65083313,0.7000122,9.94133
3773,0.6077423,0.7694397,9.711487
3776,0.11213684,0.9035187,9.1536255
3781,0.09777832,0.8484497,9.469666
3785,0.58380127,0.5731201,9.886261
3789,0.38986206,0.64494324,9.713867
3792,0.0259552,0.9825287,9.321228
3797,0.03791809,1.0687103,9.558258
3801,0.22946167,0.91070557,9.850342
3805,0.1169281,0.92985535,9.886261
3808,-0.03630066,0.7885895,9.618103
3812,0.10256958,0.70957947,9.522339
3817,0.31324768,0.8675995,9.596558
3820,0.5167694,0.9944916,9.850342
3825,0.36114502,1.0040741,10.025116
3827,-0.0075683594,0.7263489,9.883865
3830,-0.19911194,0.3744049,9.730637
3833,-0.07699585,0.33369446,9.855133
3836,0.3731079,0.40312195,10.305237
3840,0.5502777,0.50367737,10.685913
3841,0.27015686,0.5515747,10.439316
3845,0.07862854,0.43185425,9.936539
3848,0.203125,0.5204468,9.807251
3850,0.34197998,0.6305847,9.869492
3852,0.44015503,0.6856384,9.931747
3857,0.6053467,0.640152,9.907806
3863,0.5861969,0.70480347,9.828796
3868,0.58140564,0.9178772,9.94371
3874,0.6292877,0.9537964,10.099335
3879,0.6556244,0.86042786,10.027512
3883,0.37071228,0.932251,9.922165
3888,0.12890625,0.8963318,9.977234
3893,0.26296997,0.7407074,10.084976
3899,0.32522583,0.7598572,9.886261
3904,0.29649353,0.956192,9.7378235
3909,0.46170044,0.9202728,9.88147
3915,0.47366333,0.8747864,9.828796
3920,0.3443756,0.8987274,9.735428
3924,0.27734375,0.8915405,9.634872
3929,0.28930664,0.8915405,9.572617
3935,0.42578125,1.0974426,9.816818
3940,0.5670471,1.1573029,9.850342
3947,0.3874817,1.1668854,9.670776
3961,0.33480835,1.0806885,9.649231
3965,0.2534027,0.99928284,9.730637
3967,0.24142456,1.035202,9.687546
3969,0.40423584,1.0854797,9.687546
3973,0.35635376,1.1237793,9.797668
3977,0.26776123,1.0304108,9.886261
3981,0.39465332,1.0280151,9.891052
3986,0.43296814,1.0184326,9.642044
3991,0.4377594,1.0016785,9.586975
3997,0.55506897,1.229126,9.905411
4003,0.4497223,1.4637604,9.670776
4008,0.17678833,1.3464508,9.357132
4013,0.31803894,1.1716614,9.86232
4018,0.32522583,1.1644897,9.828796
4024,0.22706604,1.2889862,9.639648
4030,0.5478821,1.2339172,9.989212
4037,0.6484375,1.1836395,10.152008
4041,0.47366333,1.1573029,9.94371
4047,0.4497223,1.0830841,9.871887
4052,0.5,1.071106,9.785706
4055,0.6795654,1.1070251,9.598953
4060,0.8854675,1.2937775,9.6635895
4066,1.0195465,1.3679962,9.749786
4074,0.7059021,1.3440552,9.5247345
4079,0.4880371,1.2434998,9.493607
4085,0.68196106,1.2578583,9.646835
4090,0.6939392,1.4158783,9.680359
4096,0.43536377,1.5307922,9.464874
4101,0.4090271,1.5355835,9.551071
4106,0.57421875,1.5140381,9.656418
4112,0.46170044,1.5547333,9.649231
4117,0.3802948,1.3823547,9.752182
4122,0.50239563,1.1094208,9.847946
4127,0.40423584,1.2171631,9.744995
4134,0.13847351,1.4781189,9.706696
4139,0.04270935,1.5116425,9.615707
4144,0.08580017,1.3296814,9.586975
4149,0.3300171,1.1644897,9.9796295
4154,0.6005554,1.1094208,10.183136
4159,0.5885925,1.2626495,9.958084
4164,0.59576416,1.3129272,9.6635895
4170,0.6436615,1.2219391,9.677963
4175,0.49760437,1.1070251,9.689926
4180,0.26776123,1.1836395,9.54628
4186,0.17918396,1.2674408,9.498398
4192,0.19354248,1.229126,9.613312
4198,0.2940979,1.1477203,9.761765
4202,0.4018402,1.1596985,9.867096
4205,0.41619873,1.1333618,9.835983
4225,0.36831665,1.2147675,9.898224
4229,0.4880371,1.1573029,9.926956
4233,0.61253357,1.1429443,9.795273
4237,0.57901,1.277008,9.694717
4241,0.5861969,1.4206696,9.620499
4246,0.63168335,1.4565735,9.630081
4251,0.49520874,1.3033447,9.512756
4256,0.44015503,1.0998383,9.826401
4262,0.7082977,1.0232239,10.142441
4267,0.61253357,1.2363129,9.809647
4273,0.41142273,1.3536224,9.622894
4279,0.3515625,1.2913818,9.778519
4285,0.3922577,1.2027893,9.7378235
4291,0.4712677,1.2147675,9.639648
4296,0.5359192,1.2674408,9.845551
4302,0.3802948,1.2458801,9.706696
4308,0.36354065,1.1381531,9.694717
4313,0.4712677,1.095047,9.692322
4319,0.46170044,1.2243347,9.6635895
4324,0.50479126,1.2027893,9.709091
4331,0.68914795,1.229126,9.766541
4336,0.6436615,1.3201141,9.582199
4342,0.4090271,1.253067,9.4457245
4346,0.3587494,1.1477203,9.728241
4352,0.5574646,1.1620941,9.948502
4357,0.51197815,1.1788483,9.639648
4364,0.33958435,1.1668854,9.634872
4369,0.46170044,1.1788483,9.984421
4374,0.6268921,1.2650452,9.94133
4376,0.49760437,1.2554626,9.610916
4379,0.4377594,1.1118164,9.869492
4383,0.5311279,1.0878754,10.0346985
4388,0.61253357,1.1884308,9.785706
4393,0.5694275,1.2267303,9.797668
4398,0.44732666,1.114212,9.94371
4403,0.46409607,0.9681549,9.855133
4409,0.54071045,1.0615387,9.776123
4415,0.56225586,1.1884308,9.692322
4421,0.5598602,1.2506714,9.730637
4428,0.5670471,1.2411041,9.622894
4433,0.74661255,1.197998,9.615707
4440,0.7657623,1.150116,9.716263
4446,0.52633667,1.1477203,9.831192
4453,0.4784546,1.0567474,9.876678
4460,0.43536377,1.016037,9.677963
4465,0.3443756,1.1573029,9.575012
4470,0.5981598,1.3153229,9.833588
4476,0.80885315,1.4062958,9.833588
4481,0.7489929,1.3751678,9.64444
4487,0.5598602,1.2147675,9.680359
4492,0.5383148,1.0998383,9.903015
4505,0.42338562,1.1477203,9.929352
4509,0.33241272,1.0854797,9.709091
4512,0.5766144,1.1453247,9.970047
4514,0.7418213,1.2889862,10.056244
4518,0.5670471,1.3584137,9.654022
4523,0.4880371,1.3105316,9.687546
4528,0.40423584,1.1860352,9.60614
4533,0.4018402,1.2315216,9.634872
4538,0.54071045,1.3201141,9.847946
4544,0.49520874,1.2722168,9.7043
4551,0.38508606,1.2003937,9.6037445
4556,0.4593048,1.197998,9.804855
4563,0.59098816,1.1596985,9.912598
4570,0.45211792,1.1333618,9.697113
4576,0.15045166,1.0878754,9.452911
4581,0.21748352,1.1453247,9.615707
4586,0.5071869,1.229126,9.768936
4591,0.54548645,1.2985535,9.670776
4599,0.4880371,1.2458801,9.790482
4604,0.62210083,1.2123718,9.991608
4611,0.58380127,1.1644897,9.871887
4616,0.41381836,1.0639343,9.934143
4622,0.49760437,1.0423737,10.070618
4626,0.59098816,1.2339172,9.752182
4629,0.5215454,1.387146,9.591766
4632,0.5598602,1.2913818,9.699509
4635,0.59576416,1.2626495,9.816818
4638,0.54548645,1.2698364,9.618103
4643,0.42578125,1.2650452,9.534302
4648,0.48324585,1.1764526,9.8216095
4653,0.53352356,1.011261,9.831192
4657,0.3802948,1.0663147,9.730637
4661,0.39704895,1.1213837,9.771332
4665,0.63168335,1.1213837,9.809647
4670,0.65083313,1.1716614,9.673172
4673,0.39704895,1.2411041,9.56543
4676,0.48324585,1.2195587,9.716263
4681,0.62449646,1.118988,9.756973
4685,0.42578125,1.0878754,9.701904
4689,0.46647644,1.0375977,9.926956
4695,0.65083313,1.0998383,9.898224
4699,0.57421875,1.1429443,9.608536
4704,0.37071228,1.150116,9.673172
4709,0.49760437,1.0830841,9.78331
4712,0.7849121,1.193222,9.668381
4715,0.7442169,1.3392639,9.766541
4721,0.39704895,1.253067,9.86232
4725,0.27734375,1.035202,9.771332
4729,0.39465332,0.99209595,9.7425995
4744,0.5383148,1.229126,9.970047
4748,0.61253357,1.2722168,9.953293
4750,0.6364746,1.1956024,9.665985
4754,0.7346344,1.1596985,9.728241
4758,0.7154846,1.1884308,9.759369
4764,0.68196106,1.2027893,9.922165
4770,0.7202759,1.095047,9.922165
4777,0.52394104,1.1956024,9.744995
4781,0.5095825,1.1477203,9.725845
4786,0.5215454,1.114212,9.778519
4791,0.4880371,1.1357574,9.790482
